PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam
50,5/26/2023,7:02:32 PM,4,1,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Brett Milazzo,bretmi00scb,Left,Schaumburg boomers,,2,Bottom,1,0,0,Fastball,,StrikeCalled,,,,,,,83.00355087,0.289817311,0.811081352,1991.875492,148.2463105,11:00,5.826157811,-2.050463455,5.542597295,-27.25844392,13.56867583,-6.933055891,3.248976442,-0.933654218,76.00906178,-5.839730607,-3.857497278,0.46159613,,,,,,,,,,,,4.0282575,7.411351998,1.984927203,50,5.833523323,-1.481684523,-120.7086857,-0.255585382,5.906833164,24.84583745,-21.30641767,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,c77bd368-fc21-11ed-8519-8f906df42903,83.18635542,5.824736092,-2.054063658,0.305664399,0.853762473,76.15829824,3.25084211,-0.930828965,-5.810808142,-3.81412616,0.461425033,-7.354583783,11.84590551,34.6504503,61.44274088,1638.58858,1132.517303,82.26360465,-0.699502516,0.56856832,0.432927586,,,,,,,,,,,,,,,,,0.9966008,1,,,high,high,34.70153321,-81.1788658,54.95740271,Joe Deluca,joe-de00nyb,New york boulders
51,5/26/2023,7:02:52 PM,4,2,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Brett Milazzo,bretmi00scb,Left,Schaumburg boomers,,2,Bottom,1,0,1,Fastball,,BallCalled,,,,,,,83.56530181,0.56202478,1.945337358,1980.177863,149.5857061,11:00,6.000012671,-1.973251055,5.411607432,-26.53037622,14.18768285,-6.90126662,3.749431747,-0.554461137,76.13101083,-5.316877618,-2.703138808,0.459924216,,,,,,,,,,,,4.318165004,7.587778621,1.805253428,50,6.031968083,-3.89297151,-121.4356389,0.329623839,6.407624936,25.17389754,-20.91472081,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,d37ad8dc-fc21-11ed-9a14-17e5e7789dca,83.7494308,5.998863464,-1.976573816,0.574969807,1.985386165,76.28418098,3.751124539,-0.551740965,-5.290452512,-2.661397532,0.459753217,-7.302252162,12.49032406,31.79741407,67.36285094,1682.985784,1043.390252,84.99164726,-0.732957257,0.526917441,0.4302693,,,,,,,,,,,,,,,,,0.995547886,1,,,high,high,29.37343416,-88.87235683,55.08839257,Joe Deluca,joe-de00nyb,New york boulders
52,5/26/2023,7:03:37 PM,4,3,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Brett Milazzo,bretmi00scb,Left,Schaumburg boomers,,2,Bottom,1,1,1,Curveball,,BallCalled,,,,,,,74.71708015,,,,,,,,,,,,1.538937131,-0.371843368,67.55867079,-12.12835978,-0.040674391,0.534619487,,,,,,,,,,,,-14.79498133,-16.2628291,2.011735382,50,6.127063739,-0.759813299,-107.9465324,0.537696725,-15.99951615,33.29443048,-49.76091847,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,eea65e19-fc21-11ed-9772-c7fee0c6382c,74.73870398,6.001103875,-2.024450173,2.029401587,-0.063183281,67.45827393,1.569640737,-0.376385957,-11.66693574,-0.114378548,0.53460487,27.96074691,-38.86422994,39.10590525,56.48272037,11141.38696,9056.266538,77.59813978,0.636534215,0.630755793,-0.443814515,,,,,,,,,,,,,,,,,0.993923667,1,,,high,high,39.16555167,57.10296494,55.22398799,Joe Deluca,joe-de00nyb,New york boulders
53,5/26/2023,7:04:21 PM,4,4,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Brett Milazzo,bretmi00scb,Left,Schaumburg boomers,,2,Bottom,1,2,1,Fastball,,Foul,,,,,,,85.31725526,-1.044042883,2.532673628,2017.989088,140.5891174,10:45,5.846547646,-2.087392629,5.222703102,-25.92049578,13.53953892,-8.855219039,2.003112389,0.077535681,77.67776065,-6.815379049,-1.121692537,0.452116393,69.80542691,57.47821147,-79.80096073,,-107.9954561,20.90410135,97.55467277,209.4594552,,-79.40398869,4.870580964,5.410475893,7.44477276,1.860458302,50,5.731275106,-5.173737216,-123.8898607,-3.156259567,8.366590183,25.91810814,-20.66168655,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,0893c4ab-fc22-11ed-9f4a-f9cf13bb4b0c,85.50060165,5.845149548,-2.091406696,-1.028724392,2.579254969,77.82686384,2.004863714,0.08062345,-6.788267573,-1.07443258,0.451954008,-9.289047568,11.95793936,30.5774922,80.02972492,1737.371415,1026.557609,86.09419276,-0.665174926,0.508703251,0.546592463,-36.9358056,6.645160996,58.85903267,-0.174379206,1.729830188,2.2716476,-205.8877846,38.51601673,,,,,,,,,0.996185943,1,,25.66445754,high,high,17.97324757,47.86389432,55.2772969,Joe Deluca,joe-de00nyb,New york boulders
54,5/26/2023,7:04:47 PM,4,5,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Brett Milazzo,bretmi00scb,Left,Schaumburg boomers,,2,Bottom,1,2,2,Curveball,,HitByPitch,,,,,,,75.99507014,3.313487196,-1.694886898,2449.732553,320.4568928,4:45,6.058631285,-1.808794003,5.353846416,-61.61605105,-11.66408464,11.9928616,3.066412047,-1.994348874,69.73751319,-9.829071533,-2.411432171,0.505338219,,,,,,,,,,,,-7.930953691,-6.85403397,-0.980552151,50,6.80362989,8.717673067,-110.9270857,1.181965455,-9.751146508,22.29282582,-40.60111801,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,17b90d8c-fc22-11ed-93f7-8f68c2c96f6c,76.07734067,6.045664447,-1.807505423,3.470841798,-1.710360674,69.76338482,3.077069943,-1.9957475,-9.670167115,-2.432977209,0.505267448,12.1346791,-15.20838845,30.96935344,42.47612836,2100.505199,1260.582203,85.74426609,0.66121331,0.514579521,-0.545898228,,,,,,,,,,,,,,,,,0.968359667,1,,,high,high,51.77148448,57.55951742,55.14615358,Joe Deluca,joe-de00nyb,New york boulders
55,5/26/2023,7:05:26 PM,5,1,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Chase Dawson,chasda00scb,Left,Schaumburg boomers,,2,Bottom,1,0,0,Curveball,,BallCalled,,,,,,,73.49513677,3.749476578,0.400553462,2263.551716,318.7397772,4:30,6.096111336,-1.88382662,5.241962187,-63.45998925,-9.871496175,11.39312247,3.343572039,-0.896029423,66.98749277,-9.603048892,-1.1591846,0.526841402,,,,,,,,,,,,-5.782554279,-6.046543766,1.838972803,50,6.395222654,-1.074590204,-106.5596322,5.131478217,-6.569147244,20.35900302,-39.04309645,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,2f443621-fc22-11ed-a468-87def5d6a388,73.58179156,6.083052909,-1.883996152,3.904182558,0.402986452,67.01438633,3.354211029,-0.896311111,-9.443933515,-1.163781004,0.526754693,11.4073448,-13.57014687,40.73875773,52.14335829,1715.077396,1477.218974,75.76930467,0.569574649,0.652611099,-0.499683372,,,,,,,,,,,,,,,,,0.98085989,1,,,high,high,43.07097754,-25.8145793,55.25803781,Joe Deluca,joe-de00nyb,New york boulders
56,5/26/2023,7:05:47 PM,5,2,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Chase Dawson,chasda00scb,Left,Schaumburg boomers,,2,Bottom,1,1,0,Curveball,,InPlay,,GroundBall,Single,0,1,,77.19850641,2.421134708,1.547709802,2282.173515,304.637293,4:15,5.758112449,-2.21519308,5.370117062,-53.58480172,-5.701529201,11.93012588,2.83052664,-0.120426585,70.60988849,-8.640132787,-0.631988626,0.499510751,91.88675204,-2.625076196,21.95999397,2719.292597,,,,34.44217937,,21.48343877,0.247612891,-5.799578474,-3.175340367,2.068386278,50,5.938515746,-3.387990673,-112.0694539,3.134859494,-7.298961833,22.2237431,-36.17032074,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,3c2fee19-fc22-11ed-b441-7fe7cf63a36a,77.30404293,5.747675811,-2.215197883,2.544108273,1.54825302,70.66477881,2.839285146,-0.120757243,-8.508071409,-0.637424026,0.499404398,11.94294818,-8.76647312,51.30393417,64.14020102,1426.789917,1781.175591,62.5189061,0.355344579,0.780473342,-0.514384674,34.32582917,85.1304984,-4.208431199,0.168361403,2.260970284,2.945696651,12.61383774,32.0492561,-1.32293064,-4.201458441,-0.040339759,-0.822926542,0.09930915,-0.559401108,,,0.993261918,1,0.987652182,53.58020445,high,high,32.27381908,10.16843644,55.12988294,Joe Deluca,joe-de00nyb,New york boulders
57,5/26/2023,7:06:30 PM,6,1,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Travis Holt,travho00scb,Right,Schaumburg boomers,,2,Bottom,1,0,0,Fastball,,StrikeCalled,,,,1,0,,85.57909197,0.052653474,1.608915811,2082.930065,144.3464379,10:45,5.910385451,-1.959567423,5.620829306,-25.58753105,12.9844835,-7.436422308,3.325236051,0.152603003,78.5392592,-5.560774435,-1.804983814,0.447000165,,,,,,,,,,,,4.449737547,6.929062992,1.827248869,50,5.898599788,-3.253150822,-124.4420549,-0.719001685,6.939844693,26.23539215,-21.36742998,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,55e23b9c-fc22-11ed-8483-f78b85cae58c,85.76081403,5.909075711,-1.96325445,0.06756362,1.653323559,78.69147755,3.326942774,0.155561907,-5.534333015,-1.759817024,0.446840338,-7.84640879,11.43177782,40.14766303,83.07915683,1592.161124,1342.989431,76.43853007,-0.621106028,0.644759732,0.445547068,,,,,,,,,,,,,,,,,0.986898007,1,,,high,high,15.22875885,64.5524751,54.87917069,Joe Deluca,joe-de00nyb,New york boulders
58,5/26/2023,7:06:53 PM,6,2,Ryan Munoz,ryanmu00nyb,Left,New york boulders,Travis Holt,travho00scb,Right,Schaumburg boomers,,2,Bottom,2,0,1,Fastball,,InPlay,,GroundBall,Out,2,0,,85.31257182,-0.462917798,-0.348210883,2150.94933,140.6908594,10:45,5.93992397,-1.760724378,5.5526978,-27.09048223,11.80165017,-7.681678096,2.5300529,-0.760185603,78.37687427,-6.843498617,-3.075361878,0.44885121,90.0904064,-1.213878764,-16.71309247,2055.205653,,,,38.01052383,,-15.30946998,0.285600915,3.996216587,6.432709019,1.795800794,50,5.882285374,1.006429393,-124.0824591,-1.89239115,6.196156219,26.09909355,-22.20009819,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,63517751-fc22-11ed-a39b-c18ebdae2ecb,85.49019851,5.938225881,-1.764751876,-0.443288166,-0.299438769,78.5234959,2.532087322,-0.756992996,-6.812302027,-3.026511462,0.448692436,-8.132810098,10.19079605,45.07769853,80.7645174,1518.886894,1523.012023,70.61472222,-0.546373754,0.70806504,0.447347314,-25.90232906,86.26533598,-1.908528887,0.729496601,1.878056306,2.590279271,-10.03601252,36.66167446,1.305269084,-5.405628659,-0.054801689,-0.765837376,-0.41413409,0.491920796,,,0.993792554,1,0.969545547,50.79087181,high,high,17.31193434,59.68366013,54.9473022,Joe Deluca,joe-de00nyb,New york boulders
59,5/26/2023,7:09:12 PM,1,1,Luis Perez,luispe00scb,Right,Schaumburg boomers,David Vinsky,davivi00nyb,Right,New york boulders,,3,Top,0,0,0,Slider,,StrikeCalled,,,,,,,82.18279073,1.025566076,-3.296993995,2406.527698,190.43866,12:15,5.732127057,2.6154482,5.267676669,-37.47664594,4.859976049,-0.791260622,2.668617981,0.277636538,75.76590038,-7.251451238,-6.571984408,0.468305894,,,,,,,,,,,,-0.50483337,2.276605861,-2.31345635,50,5.79878984,6.899281792,-119.3087917,0.895558785,-0.727295027,23.06351334,-28.89422654,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,b5fb13a1-fc22-11ed-b741-457fb5ff24f2,82.33200597,5.727585076,2.620048939,1.079001053,-3.352160677,75.88458928,2.672566743,0.274559261,-7.191278462,-6.617993803,0.468169428,-0.27360301,3.014865396,-86.84152268,73.21320511,132.594621,-2402.872079,5.509789941,-0.054185998,-0.998480957,-0.00998279,,,,,,,,,,,,,,,,,0.964566826,1,,,high,high,24.1081154,78.55444519,55.23232333,Blake Grant-parks,blakgr00scb,Schaumburg boomers
60,5/26/2023,7:09:23 PM,1,2,Luis Perez,luispe00scb,Right,Schaumburg boomers,David Vinsky,davivi00nyb,Right,New york boulders,,3,Top,0,0,1,Fastball,,Foul,,,,,,,92.05351671,-1.84918898,-5.148970761,2220.215184,221.9463015,1:30,5.961350289,1.962182704,5.359481647,-19.8526056,14.37911258,11.18409115,2.235409042,-1.361919066,83.74805424,-5.726754311,-6.429197048,0.419321741,,,,,,,,,,,,-7.331852096,8.031816791,-1.506662377,50,5.780861197,11.60652854,-133.247118,-5.040596485,-13.11735479,29.93488594,-17.80439386,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,bcfc02e8-fc22-11ed-b331-c39505196c34,92.2396412,5.960943746,1.965962884,-1.8448498,-5.194399121,83.90813715,2.236174055,-1.365044729,-5.714094361,-6.476499942,0.41918187,11.64432076,13.18121279,-8.488821638,60.25783209,2195.892021,-327.7402913,98.90446818,-0.735623364,-0.147616453,-0.66111092,,,,,,,,,,,,,,,,,0.995495207,1,,,high,high,35.76795112,76.07818133,55.14051835,Blake Grant-parks,blakgr00scb,Schaumburg boomers
61,5/26/2023,7:09:41 PM,1,3,Luis Perez,luispe00scb,Right,Schaumburg boomers,David Vinsky,davivi00nyb,Right,New york boulders,,3,Top,0,0,2,Slider,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1,0,,81.6636998,-0.969149052,-4.137335412,2639.047748,92.6190004,9:00,5.733044216,2.251514212,5.403624257,-38.52614382,4.375064931,-6.920831882,0.929377954,-1.213000787,75.101456,-9.195035803,-8.424578301,0.471418137,,,,,,,,,,,,2.461800885,2.605493242,-1.878098444,50,5.620081826,8.789187387,-118.4306344,-3.246701006,3.479231936,23.65481735,-28.49173907,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,c7cb3007-fc22-11ed-9a01-e98ec37ef9a2,81.7924297,5.72766533,2.253893533,-0.904073289,-4.166940006,75.20524612,0.934109725,-1.214412001,-9.1240109,-8.445277225,0.471293821,-6.640073254,2.26279943,-79.51950492,79.07397992,480.0448388,-2595.020225,18.19007781,-0.008311822,-0.98331689,0.181710778,,,,,,,,,,,,,,,,,0.974102712,1,,,high,high,18.83341807,84.97461667,55.09637574,Blake Grant-parks,blakgr00scb,Schaumburg boomers
62,5/26/2023,7:10:28 PM,2,1,Luis Perez,luispe00scb,Right,Schaumburg boomers,Tucker Nathans,tuckna00nyb,Left,New york boulders,,3,Top,1,0,0,Fastball,,BallCalled,,,,,,,91.82605794,-0.564391716,-3.452991375,2243.310759,221.0689632,1:15,5.989108198,0.689080635,5.516684091,-19.82169313,13.94478319,10.35497878,3.28816671,-0.98907005,82.88585362,-4.885092979,-4.627503341,0.418229241,,,,,,,,,,,,-6.543477151,7.599825079,-0.395228567,50,5.926841859,7.675730714,-133.2972014,-2.018580476,-11.69820533,30.35454857,-18.58734146,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,e3bdc6f3-fc22-11ed-a814-172f62b6ab5d,92.01531035,5.988805402,0.692910533,-0.561438672,-3.499227897,83.0464289,3.288866087,-0.99216129,-4.873414853,-4.675127566,0.418085671,10.78332434,12.65829023,-18.2714611,78.23236584,2130.206974,-703.3216968,94.95817579,-0.715908089,-0.313519513,-0.623843829,,,,,,,,,,,,,,,,,0.997042064,1,,,high,high,19.59087074,-61.20609202,54.98331591,Blake Grant-parks,blakgr00scb,Schaumburg boomers
63,5/26/2023,7:10:42 PM,2,2,Luis Perez,luispe00scb,Right,Schaumburg boomers,Tucker Nathans,tuckna00nyb,Left,New york boulders,,3,Top,1,1,0,Changeup,,BallCalled,,,,,,,84.76403271,0.857828505,-2.909378901,1701.205524,242.2493613,2:00,5.794992493,0.628645911,5.601151822,-31.0746916,8.349552848,11.84185697,3.355130948,0.279542822,77.64515807,-5.780470753,-2.980487613,0.451911311,,,,,,,,,,,,-7.183144431,4.210387002,-0.387263065,50,5.848530958,5.874757626,-123.1294162,0.841175057,-10.96861003,25.66792549,-25.74481883,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,ebeb76c5-fc22-11ed-81d4-7d150a072c04,84.93257452,5.792028757,0.633173249,0.892425025,-2.96351187,77.78143347,3.357962284,0.275975179,-5.736623573,-3.03495814,0.451763815,12.34299539,6.598598883,-21.48333508,42.50469471,1583.012785,-623.0335117,93.05241271,-0.433274725,-0.366230595,-0.823497519,,,,,,,,,,,,,,,,,0.996193758,1,,,high,high,128.2542252,4.152518547,54.89884818,Blake Grant-parks,blakgr00scb,Schaumburg boomers
64,5/26/2023,7:10:54 PM,2,3,Luis Perez,luispe00scb,Right,Schaumburg boomers,Tucker Nathans,tuckna00nyb,Left,New york boulders,,3,Top,1,2,0,Fastball,,InPlay,,GroundBall,Single,0,0,,90.81021595,-0.968574423,-2.37837469,2082.902168,220.2742005,1:15,5.943485469,0.499046172,5.488664642,-20.78625666,13.71577208,10.00186639,2.885149114,-0.116564253,83.16385287,-5.474874526,-3.326813215,0.422759951,102.1160875,5.579187341,-0.381835062,1189.841457,,,,112.5946344,,0.069480152,0.829645308,-6.030059715,7.589878292,-0.297575413,50,5.844823311,5.126870474,-131.9306392,-2.965558985,-10.56122524,29.71570097,-18.88091188,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,f31b0f7d-fc22-11ed-a66a-b173c6c2e815,90.99747436,5.942879816,0.502698829,-0.962147843,-2.42161826,83.32192054,2.886037527,-0.119418208,-5.460517706,-3.370523517,0.422613549,10.40183766,12.36871553,-11.33931373,8.517739471,2042.243872,-409.5380424,98.04799781,-0.748066507,-0.196618952,-0.633827649,-0.677301267,101.6300844,9.927866696,0.168960214,0.980819813,2.858584263,0.136538686,112.5945517,0.867278006,-26.97940711,-0.22707122,-0.94780021,0.258343951,-0.186904162,,,0.991770444,1,0.909335902,59.32366142,high,high,82.33403448,-4.885181465,55.01133536,Blake Grant-parks,blakgr00scb,Schaumburg boomers
65,5/26/2023,7:11:29 PM,3,1,Luis Perez,luispe00scb,Right,Schaumburg boomers,Pat Kivlehan,pat-ki00nyb,Right,New york boulders,,3,Top,1,0,0,Slider,,BallCalled,,,,,,,82.40865243,-0.650290147,-4.364764926,2544.568678,101.0622956,9:15,5.721574828,2.490012855,5.406719682,-36.66194607,5.295185991,-3.592496167,1.376628732,-0.723107538,76.16207679,-8.602683242,-7.037138038,0.466569461,,,,,,,,,,,,0.397273531,2.479482575,-2.099130783,50,5.637605466,9.222364327,-119.5139844,-2.585306445,0.573580635,23.41542047,-28.59419067,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,081d60c0-fc23-11ed-b6b4-7723f9db4d07,82.54304294,5.716691791,2.494010445,-0.592458122,-4.413174846,76.26981486,1.380887672,-0.72576912,-8.537956879,-7.07688291,0.466445985,-3.156459783,3.357411396,-87.46928428,38.37804939,112.3552969,-2542.086947,4.415494769,-0.008472282,-0.999024695,0.043334511,,,,,,,,,,,,,,,,,0.991705538,1,,,high,high,124.5402445,10.09091693,55.09328032,Blake Grant-parks,blakgr00scb,Schaumburg boomers
66,5/26/2023,7:11:43 PM,3,2,Luis Perez,luispe00scb,Right,Schaumburg boomers,Pat Kivlehan,pat-ki00nyb,Right,New york boulders,,3,Top,1,1,0,Slider,,BallCalled,,,,,,,82.64542676,0.097038959,-2.357516667,2456.16904,161.2415725,11:15,5.689485669,2.534260246,5.326295705,-35.09016119,6.199681896,-2.547156752,2.064765227,0.936684528,76.58361857,-7.69283588,-5.984113724,0.464760387,,,,,,,,,,,,0.429038412,2.51906837,-2.319796948,50,5.672072632,5.012943351,-120.1055188,-1.017149045,0.626220445,23.42888784,-28.497241,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,106336c5-fc23-11ed-8ad5-f332b3a78501,82.78798276,5.684873765,2.53841525,0.151201881,-2.407337735,76.69992948,2.068632163,0.93403345,-7.633793468,-6.02394432,0.464628786,-2.115059774,4.354802865,-85.91076025,36.98915871,175.1496809,-2449.91611,7.131010858,-0.067522318,-0.997454194,0.022931815,,,,,,,,,,,,,,,,,0.989925669,1,,,high,high,123.2902428,1.13687888,55.17370429,Blake Grant-parks,blakgr00scb,Schaumburg boomers
67,5/26/2023,7:12:05 PM,3,3,Luis Perez,luispe00scb,Right,Schaumburg boomers,Pat Kivlehan,pat-ki00nyb,Right,New york boulders,,3,Top,1,2,0,Fastball,,StrikeSwinging,,,,,,,91.0460556,-1.421698802,-4.486890847,2001.140291,217.2845896,1:15,5.916364469,2.157798195,5.443421169,-20.51978657,13.97777529,9.102940902,1.691958473,0.259569095,82.99556382,-7.090062116,-4.626647334,0.422732583,,,,,,,,,,,,-6.147488686,7.843084369,-1.767180887,50,5.776551475,10.03160266,-131.9656025,-4.015459381,-10.78995743,29.31161626,-18.40801426,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,1d3399dc-fc23-11ed-8730-17cab82e6b20,91.23285319,5.915812181,2.161033782,-1.415703823,-4.525522392,83.15080508,1.692881402,0.256994539,-7.075135329,-4.665982395,0.422588836,9.462344282,12.6898935,-12.0920408,9.329459688,1956.739682,-419.2043408,97.78123459,-0.777983134,-0.209482735,-0.592333712,,,,,,,,,,,,,,,,,0.992490991,1,,,high,high,81.60348628,-5.265301851,55.05657883,Blake Grant-parks,blakgr00scb,Schaumburg boomers
68,5/26/2023,7:12:22 PM,3,4,Luis Perez,luispe00scb,Right,Schaumburg boomers,Pat Kivlehan,pat-ki00nyb,Right,New york boulders,,3,Top,1,2,1,Slider,,BallCalled,,,,,,,81.37438138,2.153990286,-3.299643217,2313.291956,82.67097625,8:45,5.670514252,2.65246136,5.348767347,-40.11696085,3.051571717,-4.446250117,3.211339086,0.448195069,74.67877857,-6.967207273,-6.083327891,0.472884594,,,,,,,,,,,,1.412091587,1.000083344,-2.352347876,50,5.836365859,6.951008691,-118.0682877,3.149145518,1.988444425,22.98913647,-30.7657768,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,272d7611-fc23-11ed-a30b-017555905722,81.50988272,5.664848418,2.655758151,2.220647789,-3.339481229,74.78214823,3.216268163,0.446139057,-6.892717316,-6.113811258,0.472759136,-4.070434809,0.997826866,-81.0394753,83.6554285,360.3042991,-2285.06028,15.57539239,0.019869068,-0.987795887,0.154481406,,,,,,,,,,,,,,,,,0.992940413,1,,,high,high,14.71011435,85.98760088,55.15123265,Blake Grant-parks,blakgr00scb,Schaumburg boomers
69,5/26/2023,7:12:40 PM,3,5,Luis Perez,luispe00scb,Right,Schaumburg boomers,Pat Kivlehan,pat-ki00nyb,Right,New york boulders,,3,Top,1,3,1,Fastball,,Foul,,,,,,,90.24972001,-1.576612295,-4.254154646,2070.271993,220.0481802,1:15,5.877273563,2.066380382,5.268731085,-21.02230499,14.19575202,9.840494224,1.612010866,-0.068937979,82.69588375,-7.084266888,-4.753198033,0.427829846,,,,,,,,,,,,-6.448381763,7.826174487,-1.684362786,50,5.717450684,9.372601321,-130.8037567,-4.385685684,-11.11839112,28.8271278,-18.68004875,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,323ed9eb-fc23-11ed-af64-4b43ef4a89cd,90.43851408,5.876587949,2.070156325,-1.569361468,-4.297861948,82.85113016,1.612972611,-0.071778222,-7.068700187,-4.796597562,0.427681766,10.26336209,12.93831821,-15.62545591,7.823099491,1993.760936,-557.6230398,96.30429928,-0.737212926,-0.269347719,-0.619652248,,,,,,,,,,,,,,,,,0.996685204,1,,,high,high,97.04078954,12.38496837,55.23126891,Blake Grant-parks,blakgr00scb,Schaumburg boomers
70,5/26/2023,7:13:10 PM,3,6,Luis Perez,luispe00scb,Right,Schaumburg boomers,Pat Kivlehan,pat-ki00nyb,Right,New york boulders,,3,Top,1,3,2,Slider,,Foul,,,,,,,83.53554978,0.80170975,-2.442992039,2395.70197,130.6983213,10:15,5.649934939,2.560176164,5.51163452,-34.95940326,5.626386374,-4.010766445,2.410262813,0.463423457,76.94625217,-7.449375122,-6.344491858,0.458520252,,,,,,,,,,,,1.440310597,2.766996361,-2.344689763,50,5.696597674,5.309669411,-121.4031532,0.566283304,2.144920813,24.24944771,-28.05341887,Schaumburg Boomers,New York Boulders,boo01,Independent,Frontier,fc8591f2-9a0a-4b2f-be5b-e96351a41b62,43fd5de8-fc23-11ed-960b-1939c178ac7e,83.6825176,5.645545985,2.563012674,0.853317558,-2.47718155,77.06461434,2.414066263,0.461778139,-7.391739053,-6.368956777,0.458387406,-3.690017449,3.800828713,-80.55326482,77.20744918,393.2080622,-2363.212929,16.41306252,-0.107025673,-0.986438613,0.124436198,,,,,,,,,,,,,,,,,0.986107931,1,,,high,high,20.51329574,76.40730789,54.98836548,Blake Grant-parks,blakgr00scb,Schaumburg boomers
